feature_1,feature_2,class
5.0585,1.6708,1.0
4.7332,2.2424,1.0
-6.9785,-6.8233,2.0
-7.0232,-6.7209,2.0
-7.2546,-6.6441,2.0
-2.7096,8.8638,0.0
-7.1304,-7.0799,2.0
4.6468,1.5795,1.0
-7.0388,-6.5308,2.0
4.9808,1.7515,1.0
-2.6699,9.3421,0.0
-2.3994,8.9633,0.0
4.7184,2.0639,1.0
-2.3987,9.1394,0.0
-2.4096,9.2423,0.0
-6.9623,-6.8736,2.0
-2.4531,9.366,0.0
-2.3728,9.3836,0.0
-6.5979,-6.9053,2.0
4.2695,2.1299,1.0
5.0983,2.3467,1.0
-7.3588,-7.0159,2.0
-7.0063,-6.8995,2.0
-2.8908,8.8422,0.0
-6.8147,-6.7841,2.0
-2.5108,9.3103,0.0
4.5737,1.8711,1.0
4.7014,2.3868,1.0
-6.9361,-6.634,2.0
-6.8627,-6.743,2.0
4.7994,1.6013,1.0
-6.7707,-7.099,2.0
-2.7905,8.9977,0.0
-2.3736,8.9167,0.0
-7.175,-6.6685,2.0
-2.4901,8.9616,0.0
-2.757,8.7208,0.0
-2.5158,9.3732,0.0
4.3708,1.9169,1.0
-7.0972,-6.9049,2.0
-6.6929,-6.7795,2.0
-2.4009,9.1661,0.0
-2.219,9.2061,0.0
4.5368,1.9479,1.0
4.7626,2.0483,1.0
-2.4742,9.6113,0.0
4.9253,1.8893,1.0
-6.6672,-6.9448,2.0
4.783,2.452,1.0
-2.6375,9.1119,0.0
4.5604,1.7527,1.0
4.37,1.8901,1.0
-7.3554,-6.7461,2.0
4.5838,1.6926,1.0
4.8611,2.0133,1.0
4.7392,2.3882,1.0
-2.5687,9.2894,0.0
-2.7595,9.303,0.0
-6.882,-7.1043,2.0
-6.879,-6.7632,2.0
-6.7642,-6.9157,2.0
-2.4687,9.3407,0.0
-6.6418,-6.7467,2.0
4.5579,2.1298,1.0
4.6879,2.2238,1.0
-6.9011,-6.559,2.0
-6.7277,-7.048,2.0
-7.2915,-6.7204,2.0
4.3537,1.8779,1.0
-2.4139,9.1154,0.0
-2.3661,9.1579,0.0
4.9636,2.0563,1.0
-6.873,-6.6107,2.0
4.769,1.977,1.0
-2.4357,9.3819,0.0
4.4769,2.0084,1.0
-2.3329,9.1585,0.0
4.3404,2.2294,1.0
4.5221,1.7861,1.0
4.099,1.8472,1.0
-7.055,-6.748,2.0
4.7269,1.8944,1.0
-2.8698,8.6975,0.0
-7.1436,-6.9279,2.0
4.8298,1.9613,1.0
-2.3938,8.9737,0.0
-2.7234,9.1108,0.0
-2.826,9.1664,0.0
-6.7297,-7.2831,2.0
-2.452,9.0812,0.0
-7.2385,-6.6635,2.0
-6.843,-7.047,2.0
-6.8409,-6.6181,2.0
-2.6907,9.3181,0.0
-6.7952,-7.1058,2.0
-6.6808,-6.8292,2.0
-2.5036,9.0125,0.0
4.6584,1.6602,1.0
-6.7068,-6.7263,2.0
-2.4745,9.0631,0.0
-2.6141,9.1122,0.0
-2.3725,8.7411,0.0
-7.2003,-7.2431,2.0
-2.6743,8.95,0.0
-2.3989,9.0824,0.0
4.9363,1.9165,1.0
-6.925,-6.8001,2.0
-7.0933,-6.811,2.0
4.8126,2.0075,1.0
-3.0035,8.8549,0.0
-2.5438,9.3566,0.0
-2.4549,8.7589,0.0
4.8196,1.9807,1.0
-6.7874,-7.065,2.0
-2.1984,9.1851,0.0
-2.3972,9.2304,0.0
4.7157,2.2192,1.0
-7.1305,-6.9911,2.0
4.8691,1.4057,1.0
4.7691,1.7534,1.0
-6.7654,-7.0248,2.0
4.4839,2.1896,1.0
-2.627,8.8468,0.0
4.6467,1.9954,1.0
-6.5645,-6.8897,2.0
-2.6216,8.9724,0.0
-2.8774,8.7584,0.0
-2.395,9.2414,0.0
-7.0855,-6.8347,2.0
-2.3627,9.072,0.0
-7.0346,-6.6065,2.0
4.7777,1.8364,1.0
-7.0098,-6.9454,2.0
-7.0237,-6.7978,2.0
-6.6281,-6.9868,2.0
4.4347,2.0495,1.0
-7.0153,-7.0029,2.0
-6.9337,-7.1581,2.0
-7.0048,-6.8341,2.0
-7.1971,-6.9216,2.0
-2.6347,8.9567,0.0
4.5884,2.1896,1.0
4.7139,2.09,1.0
-2.4474,9.3547,0.0
-2.3128,8.9493,0.0
-2.501,8.8138,0.0
-2.4979,9.1202,0.0
4.6271,2.0804,1.0
-2.3301,8.888,0.0
-6.6846,-6.8063,2.0
4.8456,2.0735,1.0
-2.7399,9.2417,0.0
4.7422,2.3602,1.0
4.3545,1.987,1.0
-2.4576,8.7659,0.0
-2.3597,9.1364,0.0
4.7014,1.8082,1.0
4.6545,1.9431,1.0
-2.2699,8.9826,0.0
-6.9698,-6.8213,2.0
4.8015,1.8036,1.0
5.2885,2.4348,1.0
-6.9087,-6.8106,2.0
-6.9694,-6.9613,2.0
4.5676,1.9603,1.0
-6.8862,-6.9808,2.0
4.8177,1.7488,1.0
-6.905,-6.9903,2.0
-7.0952,-6.8115,2.0
4.7771,1.5424,1.0
4.4694,2.0682,1.0
-2.3975,9.0295,0.0
-2.4604,8.9015,0.0
-2.5097,8.8964,0.0
4.1615,2.1421,1.0
-2.5044,9.2967,0.0
-2.3261,8.9044,0.0
-6.7419,-6.927,2.0
4.6497,2.1177,1.0
4.5868,2.2472,1.0
4.6363,1.7779,1.0
-6.6583,-6.7972,2.0
-6.7226,-7.2356,2.0
-6.8493,-6.9386,2.0
-2.5432,8.9236,0.0
-6.5786,-7.0961,2.0
-7.0597,-6.9628,2.0
4.5007,1.7895,1.0
-6.8385,-7.0352,2.0
4.5534,2.2277,1.0
-2.5523,8.8397,0.0
-2.6408,9.1852,0.0
-2.4694,8.8942,0.0
-2.4941,8.6939,0.0
4.6169,2.0865,1.0
-6.5585,-7.2963,2.0
-6.8961,-6.7261,2.0
4.3444,2.0247,1.0
-2.3848,8.7865,0.0
4.6626,2.065,1.0
-7.1195,-6.7906,2.0
-6.8284,-7.104,2.0
-6.6554,-6.719,2.0
-2.4591,9.0836,0.0
-2.5326,8.8872,0.0
-6.9854,-7.0953,2.0
-6.4484,-6.9562,2.0
-6.77,-7.148,2.0
-6.6231,-6.8645,2.0
-6.7843,-6.9108,2.0
-6.7826,-7.0499,2.0
-6.8445,-7.0851,2.0
4.4451,2.1139,1.0
-2.7276,9.1923,0.0
-7.3016,-6.6122,2.0
4.6784,2.4516,1.0
4.3232,2.0558,1.0
-6.8611,-6.6315,2.0
-6.9965,-6.3896,2.0
-2.3981,8.8305,0.0
-2.6714,8.7628,0.0
4.6142,1.8428,1.0
-2.2498,9.0097,0.0
-6.9481,-6.6997,2.0
-2.3747,9.3943,0.0
4.4764,2.0374,1.0
4.8496,2.0707,1.0
4.6474,2.1915,1.0
-7.1699,-7.065,2.0
-2.2857,9.304,0.0
4.9596,2.1336,1.0
-6.7949,-7.2011,2.0
-6.7358,-6.5162,2.0
-6.6933,-6.801,2.0
4.5199,1.6614,1.0
4.5954,2.3825,1.0
4.6032,1.9018,1.0
-2.934,8.9091,0.0
4.5348,1.9797,1.0
-6.7545,-6.5832,2.0
-2.6318,8.9367,0.0
-2.5812,8.7491,0.0
-6.2042,-6.7448,2.0
-2.5789,8.9444,0.0
4.7399,1.8664,1.0
-3.02,9.2012,0.0
-6.7156,-6.9737,2.0
-2.5351,9.1303,0.0
4.4385,1.9827,1.0
-6.291,-6.7352,2.0
4.5141,1.9177,1.0
-2.6024,8.6953,0.0
4.9323,2.0629,1.0
-6.8414,-7.1101,2.0
-6.6442,-7.1426,2.0
-6.7016,-7.0016,2.0
-2.5994,9.1246,0.0
-6.8566,-6.5946,2.0
4.5994,1.8675,1.0
4.6866,2.1803,1.0
-6.7133,-6.7205,2.0
-6.6103,-6.5914,2.0
-2.265,9.1307,0.0
5.0953,1.7263,1.0
4.8812,1.6677,1.0
4.8471,1.6886,1.0
-7.0441,-7.1376,2.0
5.227,1.7585,1.0
-6.7135,-7.0613,2.0
4.9831,1.9537,1.0
-6.6765,-7.1145,2.0
4.6613,1.9094,1.0
4.8591,2.0582,1.0
4.5183,1.9457,1.0
4.879,1.6694,1.0
-2.3676,8.9018,0.0
-7.0101,-7.0023,2.0
-6.8702,-6.7412,2.0
4.7474,2.0588,1.0
-2.5708,9.1702,0.0
4.4881,1.7774,1.0
-2.5016,8.7246,0.0
4.5025,1.7031,1.0
-6.4699,-7.2052,2.0
4.4288,1.9024,1.0
-6.7433,-6.8773,2.0
-2.8294,8.8486,0.0
-6.4058,-6.601,2.0
-2.0893,8.9649,0.0
-2.4176,9.3492,0.0
-2.5129,8.9366,0.0
-7.0048,-7.0758,2.0
-6.943,-7.0408,2.0
-7.0752,-7.0026,2.0
-7.0055,-7.0215,2.0
-7.0425,-7.1131,2.0
-2.1835,8.7383,0.0
-6.3066,-7.0605,2.0
4.5483,1.9413,1.0
-2.1139,8.7014,0.0
-6.8964,-6.4293,2.0
-7.1848,-6.9995,2.0
-2.6445,9.3745,0.0
-2.1761,9.2172,0.0
4.6054,2.1009,1.0
4.9303,1.976,1.0
-7.0597,-6.5962,2.0
-6.5518,-7.2647,2.0
-2.5642,8.5539,0.0
-6.8301,-6.882,2.0
-2.6023,8.9931,0.0
-2.4922,8.4161,0.0
-6.6845,-6.8783,2.0
4.5395,1.6987,1.0
-6.6549,-6.7447,2.0
-6.8172,-6.7085,2.0
-7.1016,-6.8155,2.0
-6.794,-6.8017,2.0
4.4751,1.8293,1.0
4.7466,2.1411,1.0
-6.7744,-6.8313,2.0
4.549,1.9294,1.0
-6.8184,-6.9263,2.0
4.3568,2.0169,1.0
-7.1109,-6.6239,2.0
-2.6506,9.1854,0.0
-7.2313,-6.9303,2.0
-6.8422,-6.8024,2.0
-6.9945,-6.7058,2.0
4.5027,1.8497,1.0
-2.6341,8.9774,0.0
-2.4369,9.3219,0.0
4.6018,1.6737,1.0
-6.561,-6.5871,2.0
-2.4209,8.8677,0.0
-2.5981,9.0897,0.0
-2.6561,8.8522,0.0
-2.3261,9.08,0.0
-7.0329,-6.8959,2.0
4.7769,2.2536,1.0
4.6959,1.4383,1.0
-2.4204,9.1692,0.0
-6.9697,-7.0313,2.0
-2.3627,8.9981,0.0
-2.1903,8.8449,0.0
-6.9523,-6.8208,2.0
-6.326,-6.9304,2.0
-2.4357,8.9516,0.0
4.6262,1.9789,1.0
4.8732,2.0794,1.0
4.7505,1.8635,1.0
-7.0131,-7.3285,2.0
-2.3574,9.0705,0.0
4.3336,2.2032,1.0
-2.7071,9.2024,0.0
-2.2756,9.0652,0.0
-6.766,-6.6628,2.0
4.7784,2.1201,1.0
4.9104,1.8799,1.0
-2.2719,9.3016,0.0
4.5323,2.1043,1.0
-2.8162,8.6383,0.0
4.4847,1.989,1.0
-6.8586,-6.85,2.0
4.8118,1.9891,1.0
4.669,2.0902,1.0
4.406,1.829,1.0
-6.4791,-6.9416,2.0
-2.3411,9.1236,0.0
-7.101,-6.6132,2.0
4.8057,1.8468,1.0
-2.5005,9.3533,0.0
4.7328,1.8631,1.0
-6.8962,-6.6529,2.0
-7.0791,-7.0919,2.0
-6.5925,-7.2458,2.0
4.9607,1.9162,1.0
4.5706,1.6509,1.0
-2.6831,9.2394,0.0
-2.435,8.8935,0.0
-6.6414,-6.9095,2.0
4.5421,2.291,1.0
-7.3505,-6.8765,2.0
-2.4285,9.0094,0.0
4.4698,1.865,1.0
-2.2538,9.0819,0.0
-6.9824,-6.7006,2.0
4.5661,2.0159,1.0
-2.5324,9.0572,0.0
-2.6375,9.1007,0.0
-6.5948,-6.5974,2.0
-7.0825,-6.8123,2.0
4.3234,2.1365,1.0
-6.5825,-7.2896,2.0
-2.5508,8.9157,0.0
4.6405,2.2192,1.0
4.6989,1.8179,1.0
-2.7511,9.1343,0.0
-2.4915,9.3098,0.0
-6.742,-6.9688,2.0
-6.5928,-6.8232,2.0
4.7387,1.4022,1.0
4.3623,2.1259,1.0
-6.8271,-7.0369,2.0
-2.4825,8.9838,0.0
-6.8312,-7.0503,2.0
-2.3189,8.941,0.0
4.4132,2.0432,1.0
-6.6392,-6.8784,2.0
4.5949,1.7874,1.0
-7.1717,-6.8425,2.0
4.718,1.9424,1.0
-2.447,9.3094,0.0
-6.8994,-6.7148,2.0
4.401,2.0303,1.0
-2.6931,9.3243,0.0
-2.6296,9.108,0.0
-6.8234,-6.5136,2.0
-6.9238,-7.1466,2.0
-2.6883,8.9327,0.0
-2.8431,9.123,0.0
-6.5092,-6.9637,2.0
-2.6153,8.8991,0.0
-6.8679,-7.1257,2.0
4.5447,1.8079,1.0
-2.7781,8.8306,0.0
4.74,1.7975,1.0
-6.6683,-6.6867,2.0
-6.9568,-7.0633,2.0
-6.6696,-6.8152,2.0
4.4359,2.0144,1.0
-2.6983,9.1359,0.0
-2.3186,9.0717,0.0
4.8679,1.8058,1.0
-6.7466,-6.4382,2.0
-2.2087,9.0291,0.0
4.7271,2.1419,1.0
-2.3123,8.9715,0.0
4.7391,1.8661,1.0
-2.9363,9.6418,0.0
4.6278,2.1987,1.0
4.6099,1.7204,1.0
-6.8581,-6.6805,2.0
-6.6292,-6.6969,2.0
4.3892,1.9302,1.0
-7.0141,-6.8128,2.0
-2.8217,8.9085,0.0
-6.7232,-7.0624,2.0
4.8759,2.202,1.0
-6.7627,-6.9337,2.0
4.3309,1.8653,1.0
-2.6367,8.9081,0.0
-6.8278,-7.0933,2.0
4.7467,1.8278,1.0
4.4874,2.1804,1.0
-7.1368,-6.9812,2.0
4.8691,1.8177,1.0
-2.2246,9.1995,0.0
-2.6306,9.1058,0.0
-6.7258,-6.9856,2.0
4.7718,2.3265,1.0
-2.6668,8.8901,0.0
4.3167,2.0331,1.0
-6.6871,-6.647,2.0
-6.5536,-6.806,2.0
-7.1171,-6.7643,2.0
4.6118,2.0347,1.0
4.8314,2.0147,1.0
4.9101,2.1504,1.0
-6.739,-7.2349,2.0
-2.6486,9.1307,0.0
-2.7506,8.7992,0.0
-6.6563,-6.8337,2.0
-7.0804,-6.6912,2.0
-7.1309,-6.6223,2.0
-7.1714,-6.8331,2.0
-6.7282,-6.9306,2.0
-2.3184,9.1446,0.0
-6.8034,-6.607,2.0
-2.411,9.1613,0.0
-7.0504,-7.0087,2.0
-7.0772,-6.7355,2.0
-2.556,9.1076,0.0
-2.8121,9.0786,0.0
-6.7444,-6.8876,2.0
-6.8321,-6.7842,2.0
4.3618,2.0047,1.0
-2.7847,8.9013,0.0
-2.4921,8.8526,0.0
4.6075,2.0609,1.0
-2.4307,8.9125,0.0
-6.6482,-6.9144,2.0
-6.6819,-6.9563,2.0
-6.7195,-6.4681,2.0
-6.8037,-6.9424,2.0
-6.8381,-6.791,2.0
4.6073,1.7989,1.0
4.6458,2.0765,1.0
-2.4227,9.1083,0.0
4.789,1.9919,1.0
4.8746,1.9187,1.0
4.6516,1.8524,1.0
4.6605,1.5104,1.0
-2.5733,9.0991,0.0
-2.7458,8.6064,0.0
-6.9954,-7.0594,2.0
4.3859,2.1069,1.0
-2.4357,8.5943,0.0
4.7045,1.961,1.0
-6.875,-6.7551,2.0
-7.0397,-6.9799,2.0
-2.5551,9.0056,0.0
-2.5481,9.0014,0.0
4.8593,1.66,1.0
-6.9143,-6.7969,2.0
-2.2059,9.1347,0.0
-2.5183,8.9294,0.0
-2.351,8.8324,0.0
-6.8845,-6.778,2.0
4.3601,1.6691,1.0
-2.4713,8.8819,0.0
4.6047,1.9898,1.0
-2.3398,8.5888,0.0
-6.7409,-6.6468,2.0
4.8224,2.0575,1.0
4.6283,1.8261,1.0
-7.0708,-6.4166,2.0
4.7848,2.0629,1.0
-6.6674,-6.9668,2.0
-7.4344,-6.916,2.0
-6.9508,-6.5505,2.0
-2.1991,8.8146,0.0
4.225,1.9688,1.0
-7.647,-6.6327,2.0
-6.7263,-6.9629,2.0
-2.1345,9.2303,0.0
-6.7043,-6.9425,2.0
4.5966,1.7853,1.0
4.6029,2.2156,1.0
-7.0401,-6.981,2.0
-2.3099,8.921,0.0
-2.2512,9.1489,0.0
-6.8214,-6.8737,2.0
4.7771,1.8054,1.0
-2.4864,9.0443,0.0
4.4515,1.8636,1.0
4.7294,1.8729,1.0
-6.9346,-6.9716,2.0
-1.9194,9.2632,0.0
-6.8555,-6.6713,2.0
4.201,2.2931,1.0
-2.2793,8.8737,0.0
-6.6443,-6.9969,2.0
-6.6742,-6.7184,2.0
-2.6971,8.9855,0.0
4.7371,1.5833,1.0
-2.7305,8.775,0.0
-2.4759,9.1128,0.0
4.5489,1.7652,1.0
4.6224,2.0828,1.0
-6.8841,-6.8917,2.0
-2.5361,9.1764,0.0
-2.5762,8.9336,0.0
-7.2234,-6.6707,2.0
-1.8934,9.2382,0.0
4.6564,1.9805,1.0
4.4023,1.8937,1.0
-2.5464,9.0763,0.0
4.4686,1.9803,1.0
-7.2562,-7.1848,2.0
-7.2941,-6.8493,2.0
-2.5961,8.9525,0.0
4.4855,1.8736,1.0
4.5205,1.6383,1.0
-2.8429,9.226,0.0
4.2894,1.801,1.0
-6.9615,-7.0913,2.0
-6.9872,-6.7868,2.0
4.6416,1.9256,1.0
-2.601,8.8754,0.0
-6.6607,-7.0413,2.0
-2.558,9.2071,0.0
-7.5279,-6.8207,2.0
-6.6509,-6.8588,2.0
-2.607,8.7904,0.0
-2.0654,8.9825,0.0
4.5901,1.6386,1.0
-6.7316,-6.5442,2.0
-6.4829,-6.8777,2.0
-2.6246,9.1654,0.0
-6.9063,-6.839,2.0
-6.8212,-6.8571,2.0
-2.8911,9.2779,0.0
-6.7093,-7.062,2.0
-2.4446,8.9638,0.0
4.5551,1.8825,1.0
4.4092,1.6357,1.0
-2.4673,8.916,0.0
-3.0363,9.015,0.0
-2.1747,9.0981,0.0
-6.6297,-7.0914,2.0
-6.7241,-7.0266,2.0
4.466,1.971,1.0
4.8637,2.2281,1.0
4.1149,2.483,1.0
-7.0075,-6.9114,2.0
4.6759,2.1407,1.0
-2.7653,9.1888,0.0
4.6824,2.1786,1.0
-6.9449,-7.1143,2.0
-2.5217,9.2053,0.0
-2.5135,8.8648,0.0
4.3262,2.0646,1.0
-7.1847,-7.1109,2.0
-7.0912,-6.828,2.0
-2.5154,8.8323,0.0
4.6543,2.1208,1.0
4.5365,2.097,1.0
-6.7423,-7.0085,2.0
4.6169,1.904,1.0
-2.529,8.8937,0.0
-6.8987,-6.534,2.0
4.5761,1.7672,1.0
-2.522,9.08,0.0
-2.9399,9.2337,0.0
-2.1065,9.0416,0.0
-6.811,-6.6314,2.0
-2.8122,9.2877,0.0
-6.9176,-6.7102,2.0
-6.8325,-7.6178,2.0
-2.5676,8.7016,0.0
-7.1811,-6.9915,2.0
-2.2692,8.9159,0.0
4.9456,1.957,1.0
-6.9877,-7.0404,2.0
4.4563,2.3194,1.0
4.7181,2.0895,1.0
-6.8499,-6.9144,2.0
-2.5216,9.1102,0.0
4.4419,1.9662,1.0
-6.6901,-6.7452,2.0
-6.9757,-7.2551,2.0
-2.6417,9.1284,0.0
-2.0969,9.256,0.0
-2.4053,9.3208,0.0
-2.4608,8.6316,0.0
4.7503,1.9044,1.0
5.095,1.8027,1.0
4.4497,2.0369,1.0
4.2914,1.864,1.0
4.2243,1.9091,1.0
-7.2557,-7.0852,2.0
-2.71,8.8607,0.0
-2.5632,8.8185,0.0
4.6216,1.957,1.0
4.8366,1.9983,1.0
-7.0388,-6.6002,2.0
4.3622,1.6531,1.0
4.5868,1.8932,1.0
4.5347,2.0087,1.0
-7.3814,-7.0339,2.0
-6.9438,-7.1525,2.0
-7.1843,-6.9864,2.0
5.0942,1.8923,1.0
-2.586,9.0643,0.0
4.4627,1.9067,1.0
-6.9532,-6.7396,2.0
-2.5251,9.1048,0.0
-2.3848,8.7002,0.0
-2.6771,8.8944,0.0
4.6541,1.7145,1.0
-7.1132,-6.9458,2.0
-2.4746,9.0913,0.0
-2.6305,9.1055,0.0
4.6022,2.2118,1.0
-2.4898,9.208,0.0
-2.7084,9.1445,0.0
4.4824,2.0138,1.0
4.4686,1.9927,1.0
-6.8126,-6.7672,2.0
-6.9401,-6.7739,2.0
-2.3854,9.4258,0.0
-2.6191,9.1862,0.0
-2.5035,9.0202,0.0
-2.4686,8.7111,0.0
4.7546,1.7179,1.0
4.6852,1.8609,1.0
-2.8126,9.1644,0.0
-2.3815,8.682,0.0
4.5235,1.7384,1.0
-6.5766,-6.9885,2.0
-2.2617,8.9228,0.0
-2.4514,9.5053,0.0
-6.7409,-6.5632,2.0
-2.7672,8.7553,0.0
-6.9722,-6.9415,2.0
-6.7454,-6.7309,2.0
-7.0106,-6.9822,2.0
-2.6127,9.2962,0.0
-6.8517,-6.8671,2.0
-2.5082,8.9674,0.0
-2.3669,8.7894,0.0
4.7408,2.0985,1.0
4.5275,2.069,1.0
-7.076,-7.0175,2.0
4.7203,2.2374,1.0
-6.4787,-6.8996,2.0
4.3965,2.2458,1.0
-2.5116,8.8348,0.0
4.8576,1.8979,1.0
-6.7981,-6.7639,2.0
-7.242,-7.0702,2.0
-2.7075,8.5836,0.0
-6.9472,-6.8797,2.0
-2.3841,8.8429,0.0
4.2515,1.9724,1.0
4.3709,1.801,1.0
-6.9325,-6.807,2.0
-2.7276,9.1812,0.0
4.8898,1.7066,1.0
4.8299,2.0218,1.0
4.2836,1.5271,1.0
-6.9854,-6.7246,2.0
-2.5271,9.3023,0.0
4.6671,1.9627,1.0
4.4453,2.0545,1.0
4.5552,1.7,1.0
-6.8708,-7.2473,2.0
4.9156,1.9963,1.0
4.7731,2.0888,1.0
-2.7726,9.1695,0.0
-6.549,-6.4646,2.0
4.7288,1.808,1.0
-2.4702,8.8626,0.0
-6.5887,-7.2074,2.0
-6.8926,-6.8615,2.0
-2.3293,9.0757,0.0
4.4382,1.556,1.0
-6.733,-6.6045,2.0
-7.0356,-6.6817,2.0
-6.6339,-6.7879,2.0
-2.418,9.4473,0.0
-6.8075,-6.8657,2.0
4.7048,1.6124,1.0
-6.9562,-7.0013,2.0
-6.7061,-6.8346,2.0
-6.8933,-6.9328,2.0
4.5195,1.8465,1.0
-6.9399,-7.177,2.0
-6.9644,-6.9779,2.0
4.535,2.2436,1.0
4.7673,2.2964,1.0
-2.4898,9.1333,0.0
4.6911,2.2118,1.0
-2.3999,9.0156,0.0
-2.66,8.9582,0.0
4.5182,1.7716,1.0
-6.9056,-7.1874,2.0
-7.305,-6.8738,2.0
4.8083,1.9778,1.0
4.4467,1.8655,1.0
-2.7271,8.8573,0.0
-7.1015,-6.5376,2.0
-6.9337,-6.8856,2.0
4.6613,1.7575,1.0
-2.5514,8.8169,0.0
4.2868,2.3214,1.0
-6.9332,-6.6156,2.0
-2.5822,8.8464,0.0
-2.7217,9.0999,0.0
4.5346,1.8685,1.0
-7.1645,-6.4978,2.0
-6.6187,-6.8531,2.0
4.7215,2.0833,1.0
-2.8347,9.0239,0.0
-6.8346,-6.7588,2.0
-6.7959,-6.9794,2.0
-6.6402,-7.0343,2.0
5.0344,1.696,1.0
4.5443,1.7221,1.0
-6.6168,-7.0699,2.0
-2.6638,8.9669,0.0
4.8458,2.1325,1.0
4.4045,2.3373,1.0
-7.4496,-6.7712,2.0
-7.0299,-6.5761,2.0
-6.8752,-6.8167,2.0
-2.1769,8.9229,0.0
-2.4005,9.0542,0.0
4.4035,2.1724,1.0
-2.4884,9.0018,0.0
-2.4963,8.7987,0.0
-6.9828,-6.7967,2.0
-2.3091,8.8802,0.0
4.5202,1.7799,1.0
-6.6903,-6.8691,2.0
-6.9531,-6.8226,2.0
4.7019,1.7185,1.0
-6.6986,-6.9253,2.0
-2.4928,8.9945,0.0
4.2364,1.4067,1.0
4.5422,2.0998,1.0
-2.3017,8.9123,0.0
4.6244,1.7341,1.0
-7.0341,-6.8917,2.0
-7.0973,-6.368,2.0
-6.5571,-6.6908,2.0
-6.9475,-6.6879,2.0
-6.9226,-6.5717,2.0
4.6613,1.9041,1.0
-2.4028,9.0866,0.0
-6.848,-6.8734,2.0
-2.7017,8.973,0.0
-7.0559,-6.862,2.0
-2.8154,9.1171,0.0
-2.4066,8.9624,0.0
4.6981,1.8718,1.0
4.3682,1.7572,1.0
-2.6936,8.8135,0.0
-2.4241,9.2537,0.0
4.7744,2.0065,1.0
4.4408,1.9369,1.0
-6.9247,-6.821,2.0
4.536,1.905,1.0
-2.3424,9.1061,0.0
-7.0568,-7.0051,2.0
-2.6308,8.9065,0.0
4.5626,1.5321,1.0
4.5251,2.0805,1.0
4.7571,1.8907,1.0
-6.859,-6.9704,2.0
-2.6769,8.8369,0.0
-2.3153,9.0997,0.0
4.7886,1.9322,1.0
-6.8621,-6.8833,2.0
4.5662,2.1346,1.0
4.2189,2.3816,1.0
4.404,2.0076,1.0
4.8578,2.4463,1.0
-2.3354,9.1917,0.0
-7.0057,-6.5527,2.0
-2.3719,8.6917,0.0
4.4976,1.8963,1.0
4.5182,2.0917,1.0
-6.7654,-6.602,2.0
-2.8307,8.8617,0.0
-7.2666,-6.91,2.0
-6.5861,-6.8862,2.0
4.6891,1.8127,1.0
-2.7002,9.099,0.0
-6.977,-6.6914,2.0
4.7082,1.9612,1.0
4.5182,2.0458,1.0
4.5099,1.99,1.0
5.0136,1.9801,1.0
-2.5301,8.9805,0.0
-2.378,9.0532,0.0
-6.8086,-7.242,2.0
-2.1745,9.2824,0.0
-7.3838,-6.8503,2.0
-2.2945,8.809,0.0
4.5911,2.0321,1.0
4.3379,1.9291,1.0
-2.1825,8.785,0.0
-7.2333,-6.2815,2.0
-2.5183,9.063,0.0
-6.6052,-6.8517,2.0
-2.4487,8.8634,0.0
4.6808,2.1263,1.0
-6.8989,-6.8283,2.0
-2.1167,9.015,0.0
4.4176,1.966,1.0
-6.799,-7.2452,2.0
-2.5426,9.0436,0.0
4.49,2.0407,1.0
-7.1684,-6.7911,2.0
-6.9116,-6.9288,2.0
-6.9975,-7.1308,2.0
4.7773,2.2665,1.0
4.9582,2.1485,1.0
4.8444,1.9351,1.0
4.2715,2.1516,1.0
-2.4064,9.0502,0.0
-6.5181,-6.5518,2.0
-2.4218,9.2524,0.0
-2.568,9.0,0.0
-6.9862,-6.7521,2.0
-2.6901,9.2488,0.0
-6.8675,-6.4949,2.0
4.6885,1.8791,1.0
4.7194,1.8237,1.0
-2.3549,8.4446,0.0
-2.2679,8.8509,0.0
-6.7996,-7.2829,2.0
-2.6098,9.067,0.0
-2.3775,9.4163,0.0
-2.5539,8.9444,0.0
-6.8381,-7.1495,2.0
4.0733,2.245,1.0
-2.6396,9.0238,0.0
-2.4897,8.8597,0.0
-6.7588,-6.9621,2.0
4.4805,1.9814,1.0
-7.0471,-7.3015,2.0
-7.2542,-6.4712,2.0
-2.6709,8.9139,0.0
-6.8035,-6.6116,2.0
-6.824,-7.0496,2.0
-6.8948,-6.5726,2.0
4.6961,1.5467,1.0
-6.6574,-7.1803,2.0
4.3577,2.1338,1.0
-2.6899,9.0792,0.0
4.9186,2.1153,1.0
4.6293,1.863,1.0
-6.9583,-7.2619,2.0
-2.0944,8.8304,0.0
4.4556,1.8601,1.0
-6.8029,-7.0783,2.0
-2.5552,8.844,0.0
-2.5667,9.0718,0.0
-2.1936,9.2114,0.0
4.7599,2.1648,1.0
-2.3446,9.0289,0.0
-2.6013,9.2257,0.0
-6.9386,-6.9727,2.0
-6.5902,-7.0123,2.0
-2.5554,9.3049,0.0
4.8122,2.0234,1.0
-2.4658,8.7948,0.0
-6.9997,-6.7614,2.0
-2.4407,9.1056,0.0
-6.8764,-6.8514,2.0
-6.9364,-6.642,2.0
4.6007,1.7647,1.0
-6.9501,-6.4505,2.0
4.4887,2.0453,1.0
-2.2997,9.2482,0.0
-6.6733,-7.1619,2.0
-7.0737,-7.1507,2.0
4.5943,1.6918,1.0
4.9341,1.8333,1.0
